fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,quality
7.5,0.42,0.45,9.1,0.029,20,6
7.4,0.22,0.33,2,0.045,31,5
6.4,0.26,0.3,2.2,0.025,33,6
7.9,0.46,0.32,4.1,0.033,40,7
6.5,0.41,0.64,11.8,0.065,65,5
7.5,0.32,0.37,1.2,0.048,22,5
6.6,0.21,0.38,2.2,0.026,40,8
7.1,0.21,0.3,1.4,0.037,45,6
7.6,0.26,0.47,1.6,0.068,5,5
7.6,0.21,0.44,1.9,0.036,10,6
6.9,0.25,0.26,5.2,0.024,36,7
7.1,0.26,0.32,14.45,0.074,29,6
7.3,0.22,0.4,14.75,0.042,44.5,7
6.2,0.37,0.22,8.3,0.025,36,6
7.9,0.22,0.45,14.2,0.038,53,6
6.9,0.25,0.26,5.2,0.024,36,7
7.3,0.22,0.4,14.75,0.042,44.5,7
7.1,0.26,0.32,14.45,0.074,29,6
7.4,0.25,0.37,6.9,0.02,14,7
6.8,0.18,0.37,1.5,0.027,37,6
7,0.17,0.37,1.5,0.028,26,7
6.4,0.3,0.38,7.8,0.046,35,5
5,0.33,0.16,1.5,0.049,10,6
5,0.33,0.16,1.5,0.049,10,6
8.9,0.33,0.32,1.5,0.047,11,5
7,0.26,0.46,15.55,0.037,61,6
6.4,0.3,0.38,7.8,0.046,35,5
6.3,0.21,0.4,1.7,0.031,48,6
8,0.23,0.46,1.5,0.03,30,6
9.2,0.28,0.41,1,0.042,14,6
7.3,0.27,0.39,6.7,0.064,28,5
7.6,0.32,0.36,1.6,0.04,32,6
5,0.33,0.16,1.5,0.049,10,6
9.7,0.24,0.45,1.2,0.033,11,6
8,0.28,0.42,7.1,0.045,41,5
8.2,0.37,0.36,1,0.034,17,8
8,0.61,0.38,12.1,0.301,24,5
7.2,0.26,0.44,7.1,0.027,25,8
8.2,0.37,0.36,1,0.034,17,8
6.4,0.23,0.33,1.15,0.044,15.5,6
5.9,0.4,0.32,6,0.034,50,7
7.6,0.28,0.39,1.2,0.038,21,6
8,0.28,0.42,7.1,0.045,41,5
7.2,0.23,0.39,2.3,0.033,29,7
6.8,0.32,0.37,3.4,0.023,19,6
7.2,0.23,0.39,2.3,0.033,29,7
6.9,0.18,0.38,6.5,0.039,20,5
9.4,0.26,0.53,1.2,0.047,25,6
8.3,0.33,0.42,1.15,0.033,18,3
7.3,0.29,0.3,13,0.043,46,6
7.9,0.41,0.37,4.5,0.03,40,7
7.9,0.44,0.37,5.85,0.033,27,7
7.7,0.39,0.3,5.2,0.037,29,6
7.7,0.26,0.31,1.3,0.043,47,6
7.8,0.32,0.31,1.7,0.036,46,5
6.8,0.32,0.37,3.4,0.023,19,6
7.3,0.24,0.39,3.6,0.024,35,5
7.1,0.44,0.37,2.7,0.041,35,7
10.3,0.25,0.48,2.2,0.042,28,5
7.9,0.14,0.28,1.8,0.041,44,6
7.4,0.18,0.42,2.1,0.036,33,7
8.1,0.43,0.42,6.6,0.033,36,7
7.1,0.44,0.37,2.7,0.041,35,7
6.4,0.26,0.22,5.1,0.037,23,5
8,0.66,0.72,17.55,0.042,62,4
8,0.2,0.4,5.2,0.055,41,7
7.2,0.21,0.34,1.1,0.046,25,6
7.2,0.18,0.31,1.1,0.045,20,7
8.4,0.57,0.44,10.7,0.051,46,5
5.3,0.26,0.23,5.15,0.034,48,7
5.7,0.245,0.33,1.1,0.049,28,5
5.6,0.245,0.32,1.1,0.047,24,6
7.3,0.25,0.41,1.8,0.037,52,7
7,0.16,0.73,1,0.138,58,5
6.4,0.22,0.34,1.8,0.057,29,6
7.3,0.18,0.65,1.4,0.046,28,6
6.4,0.17,0.27,6.7,0.036,88,6
6.9,0.29,0.16,6.8,0.034,65,6
6.2,0.21,0.38,6.8,0.036,64,6
6.4,0.23,0.3,7.1,0.037,63,6
7.3,0.19,0.68,1.5,0.05,31,6
7.3,0.18,0.65,1.4,0.046,28,6
9.6,0.29,0.46,1.45,0.039,77.5,6
7.2,0.14,0.35,1.2,0.036,15,5
6.9,0.31,0.34,7.4,0.059,36,7
7.5,0.28,0.34,4.2,0.028,36,8
8,0.22,0.42,14.6,0.044,45,7
7.6,0.31,0.29,10.5,0.04,21,5
8.4,0.35,0.56,13.8,0.048,55,6
8,0.22,0.42,14.6,0.044,45,7
8.1,0.5,0.47,1.1,0.037,23,5
7,0.39,0.31,5.3,0.169,32,5
8.1,0.5,0.47,1.1,0.037,23,5
8.4,0.35,0.56,13.8,0.048,55,6
6.2,0.22,0.27,1.5,0.064,20,6
8,0.22,0.42,14.6,0.044,45,7
7.6,0.31,0.29,10.5,0.04,21,5
7,0.24,0.36,4.9,0.083,10,6
6.6,0.27,0.3,1.9,0.025,14,6
7.8,0.16,0.41,1.7,0.026,29,6
7.7,0.27,0.34,1.8,0.028,26,7
7.4,0.31,0.74,10.7,0.039,51,5
8,0.45,0.36,8.8,0.026,50,8
7.7,0.27,0.34,1.8,0.028,26,7
7.8,0.16,0.41,1.7,0.026,29,6
6.6,0.16,0.29,1.8,0.05,40,7
8.3,0.21,0.4,1.6,0.032,35,7
7.2,0.32,0.33,1.4,0.029,29,7
6.6,0.16,0.3,1.6,0.034,15,6
8.4,0.16,0.33,1.5,0.033,16,6
7.5,0.23,0.32,9.2,0.038,54,6
6.2,0.17,0.3,1.1,0.037,14,6
6.9,0.39,0.22,4.3,0.03,10,4
6.9,0.41,0.22,4.2,0.031,10,4
7.5,0.23,0.32,9.2,0.038,54,6
7.5,0.38,0.33,5,0.045,30,6
7.3,0.42,0.38,6.8,0.045,29,7
7.3,0.34,0.39,5.2,0.04,45,6
7.8,0.23,0.28,4.75,0.042,45,5
9,0.245,0.38,5.9,0.045,52,6
6.9,0.2,0.4,7.7,0.032,51,5
7.4,0.19,0.42,6.4,0.067,39,6
8.2,0.2,0.36,8.1,0.035,60,6
8,0.59,0.71,17.35,0.038,61,5
7.9,0.14,0.45,1.8,0.05,17,7
6.8,0.24,0.4,1.8,0.047,34,8
9.7,0.14,0.59,1.5,0.049,23,5
9.2,0.15,0.68,1.6,0.046,22,6
9.4,0.17,0.55,1.6,0.049,14,6
5.2,0.365,0.08,13.5,0.041,37,6
6.3,0.23,0.22,3.75,0.039,37,6
9.6,0.25,0.54,1.3,0.04,16,5
9.2,0.32,0.42,1.3,0.046,14,5
6.4,0.31,0.4,6.2,0.04,46,6
8.1,0.2,0.36,9.7,0.044,63,6
7.9,0.255,0.26,2,0.026,40,6
7,0.15,0.34,1.4,0.039,21,5
6.4,0.15,0.31,1.1,0.044,25,6
6.4,0.25,0.53,6.6,0.038,59,5
7.6,0.19,0.42,1.5,0.044,6,6
7.3,0.43,0.37,4.6,0.028,17,6
5.1,0.31,0.3,0.9,0.037,28,6
6.2,0.2,0.26,1.7,0.093,40,5
6.9,0.16,0.35,1.3,0.043,21,6
7.7,0.32,0.48,2.3,0.04,28,7
6.5,0.22,0.72,6.8,0.042,33,6
6.8,0.26,0.33,1.5,0.047,44,6
5.2,0.37,0.33,1.2,0.028,13,6
8.4,0.19,0.43,2.1,0.052,20,5
8.3,0.21,0.41,2.2,0.05,24,5
6.8,0.15,0.32,8.8,0.058,24,6
7.9,0.16,0.64,17,0.05,69,7
7.8,0.21,0.39,1.8,0.034,62,8
9,0.24,0.5,1.2,0.048,26,6
5.7,0.21,0.24,2.3,0.047,60,6
7.8,0.29,0.36,7,0.042,38,8
6.7,0.18,0.3,6.4,0.048,40,5
6.7,0.18,0.3,6.4,0.048,40,5
8.4,0.58,0.27,12.15,0.033,37,6
7.2,0.16,0.32,0.8,0.04,50,6
7.6,0.54,0.23,2,0.029,13,5
8.4,0.58,0.27,12.15,0.033,37,6
6.6,0.25,0.31,12.4,0.059,52,6
7.3,0.23,0.37,1.9,0.041,51,8
7.3,0.39,0.37,1.1,0.043,36,8
7,0.46,0.39,6.2,0.039,46,7
8.2,0.35,0.4,6.3,0.039,35,7
7.8,0.29,0.36,7,0.042,38,8
9.2,0.35,0.39,0.9,0.042,15,4
8,0.57,0.39,3.9,0.034,22,7
6.5,0.37,0.33,3.9,0.027,40,7
5.7,0.21,0.24,2.3,0.047,60,6
6.7,0.18,0.3,6.4,0.048,40,5
7.8,0.13,0.3,1.8,0.04,43,5
7.6,0.19,0.41,1.1,0.04,38,5
7.3,0.22,0.41,15.4,0.05,55,6
6.3,0.29,0.4,6.5,0.039,43,6
6.8,0.35,0.32,2.4,0.048,35,8
6.5,0.19,0.32,1.4,0.04,31,7
6.2,0.12,0.26,5.7,0.044,56,6
6,0.13,0.28,5.7,0.038,56,7
6.4,0.25,0.33,1.4,0.04,42,7
6.9,0.32,0.16,1.4,0.051,15,4
7.6,0.19,0.41,1.1,0.04,38,5
6.7,0.13,0.28,1.2,0.046,35,7
7,0.14,0.41,0.9,0.037,22,6
7.6,0.27,0.24,3.8,0.058,19,5
7.3,0.22,0.41,15.4,0.05,55,6
7.4,0.64,0.47,14.15,0.168,42,5
7.6,0.28,0.39,1.9,0.052,23,6
8.3,0.26,0.41,9.2,0.042,41,7
10.7,0.22,0.56,8.2,0.044,37,6
10.7,0.22,0.56,8.2,0.044,37,6
6.9,0.23,0.34,2.7,0.032,24,7
6.2,0.3,0.32,1.7,0.032,30,7
6.9,0.27,0.41,1.7,0.047,6,6
6.9,0.28,0.41,1.7,0.05,10,6
6.9,0.28,0.3,1.6,0.047,46,7
6.9,0.46,0.2,0.9,0.054,5,6
6.9,0.38,0.32,8.5,0.044,36,7
5.7,0.43,0.3,5.7,0.039,24,7
6.6,0.56,0.16,3.1,0.045,28,6
7.1,0.36,0.56,1.3,0.046,25,6
6.8,0.23,0.4,1.6,0.047,5,6
6.2,0.33,0.29,1.3,0.042,26,5
5.6,0.49,0.13,4.5,0.039,17,7
6.6,0.42,0.33,2.8,0.034,15,6
7.3,0.18,0.29,1.2,0.044,12,7
8.1,0.19,0.4,0.9,0.037,73,6
5.9,0.19,0.26,7.4,0.034,33,6
6.2,0.16,0.47,1.4,0.029,23,6
6.6,0.42,0.33,2.8,0.034,15,6
5.7,0.135,0.3,4.6,0.042,19,6
5.6,0.49,0.13,4.5,0.039,17,7
6.9,0.19,0.33,1.6,0.039,27,7
7.3,0.18,0.29,1.2,0.044,12,7
7.3,0.25,0.36,13.1,0.05,35,7
7.3,0.25,0.36,13.1,0.05,35,7
7,0.2,0.34,5.7,0.035,32,6
7.3,0.25,0.36,13.1,0.05,35,7
6.3,0.67,0.48,12.6,0.052,57,6
7.4,0.4,0.29,5.4,0.044,31,8
7.1,0.26,0.31,2.2,0.044,29,8
9,0.31,0.48,6.6,0.043,11,5
6.3,0.39,0.24,6.9,0.069,9,4
8.2,0.22,0.36,6.8,0.034,12,8
7.1,0.19,0.28,3.6,0.033,16,6
7.3,0.25,0.36,13.1,0.05,35,7
7.9,0.2,0.34,1.2,0.04,29,6
7.1,0.26,0.32,5.9,0.037,39,6
7,0.2,0.34,5.7,0.035,32,6
6.9,0.3,0.33,4.1,0.035,26,8
8.1,0.29,0.49,7.1,0.042,22,6
5.8,0.17,0.3,1.4,0.037,55,6
5.9,0.415,0.02,0.8,0.038,22,5
6.6,0.23,0.26,1.3,0.045,16,6
8.6,0.55,0.35,15.55,0.057,35.5,3
6.9,0.35,0.74,1,0.044,18,5
7.6,0.14,0.74,1.6,0.04,27,7
9.2,0.28,0.49,11.8,0.042,29,4
6.2,0.18,0.49,4.5,0.047,17,6
5.3,0.165,0.24,1.1,0.051,25,5
9.8,0.25,0.74,10,0.056,36,4
8.1,0.29,0.49,7.1,0.042,22,6
6.8,0.22,0.49,0.9,0.052,26,6
7.2,0.22,0.49,1,0.045,34,6
7.4,0.25,0.49,1.1,0.042,35,5
8.2,0.18,0.49,1.1,0.033,28,7
6.1,0.22,0.49,1.5,0.051,18,5
7,0.39,0.24,1,0.048,8,4
6.1,0.22,0.49,1.5,0.051,18,5
6.5,0.36,0.49,2.9,0.03,16,7
7.1,0.29,0.49,1.2,0.031,32,6
7.4,0.25,0.49,1.1,0.042,35,5
6.9,0.23,0.24,14.2,0.053,19,5
8.5,0.56,0.74,17.85,0.051,51,5
8.2,0.18,0.49,1.1,0.033,28,7
6.3,0.23,0.49,7.1,0.05,67,5
6.1,0.25,0.49,7.6,0.052,67,5
7.2,0.26,0.74,13.6,0.05,56,5
7.2,0.31,0.24,1.4,0.057,17,5
8,0.25,0.49,1.2,0.061,27,5
7,0.18,0.49,5.3,0.04,34,6
7.8,0.43,0.49,13,0.033,37,6
8.3,0.2,0.74,4.45,0.044,33,6
6.3,0.27,0.49,1.2,0.063,35,6
7.4,0.16,0.49,1.2,0.055,18,6
7.4,0.16,0.49,1.2,0.055,18,6
6.9,0.19,0.49,6.6,0.036,49,6
7.8,0.43,0.49,13,0.033,37,6
7.2,0.4,0.49,1.1,0.048,11,5
7.8,0.43,0.49,13,0.033,37,6
7.6,0.52,0.49,14,0.034,37,7
8.3,0.21,0.49,19.8,0.054,50,5
6.9,0.34,0.74,11.2,0.069,44,5
6.3,0.27,0.49,1.2,0.063,35,6
8.3,0.2,0.74,4.45,0.044,33,6
7.1,0.22,0.74,2.7,0.044,42,6
7.9,0.11,0.49,4.5,0.048,27,6
8.5,0.17,0.74,3.6,0.05,29,6
6.4,0.145,0.49,5.4,0.048,54,6
7.4,0.16,0.49,1.2,0.055,18,6
8.3,0.19,0.49,1.2,0.051,11,6
8,0.44,0.49,9.1,0.031,46,8
7,0.2,0.74,0.8,0.044,19,5
6.9,0.19,0.49,6.6,0.036,49,6
7.1,0.25,0.49,3,0.03,30,7
6.5,0.24,0.24,1.6,0.046,15,5
7.2,0.4,0.49,1.1,0.048,11,5
7.6,0.52,0.49,14,0.034,37,7
7.8,0.43,0.49,13,0.033,37,6
7.8,0.21,0.49,1.35,0.052,6,5
7,0.2,0.49,5.9,0.038,39,6
6.9,0.25,0.24,3.6,0.057,13,4
7.2,0.08,0.49,1.3,0.05,18,6
7.1,0.85,0.49,8.7,0.028,40,5
7.6,0.51,0.24,1.2,0.04,10,6
7.9,0.22,0.24,4.6,0.044,39,6
7.7,0.16,0.49,2,0.056,20,6
7.2,0.08,0.49,1.3,0.05,18,6
6.6,0.25,0.24,1.7,0.048,26,6
6.7,0.16,0.49,2.4,0.046,57,6
6.9,0.25,0.24,3.6,0.057,13,4
7.5,0.32,0.24,4.6,0.053,8,3
7.4,0.28,0.49,1.5,0.034,20,6
6.2,0.15,0.49,0.9,0.033,17,6
6.7,0.25,0.74,19.4,0.054,44,6
6.5,0.26,0.74,13.3,0.044,68,6
7.9,0.16,0.74,17.85,0.037,52,5
5.6,0.185,0.49,1.1,0.03,28,6
7.5,0.2,0.49,1.3,0.031,8,5
8,0.3,0.49,9.4,0.046,47,5
8,0.34,0.49,9,0.033,39,8
7.7,0.35,0.49,8.65,0.033,42,8
7.6,0.29,0.49,9.6,0.03,45,7
6.7,0.62,0.24,1.1,0.039,6,5
6.8,0.27,0.49,1.2,0.044,35,7
7.7,0.27,0.49,1.8,0.041,23,6
6.7,0.51,0.24,2.1,0.043,14,6
7.4,0.19,0.49,9.3,0.03,26,7
8.3,0.2,0.49,1.7,0.04,34,5
6.6,0.3,0.24,1.2,0.034,17,5
6.8,0.36,0.24,4.6,0.039,24,7
7,0.17,0.74,12.8,0.045,24,8
9.2,0.18,0.49,1.5,0.041,39,7
8.1,0.2,0.49,8.1,0.051,51,6
7.8,0.26,0.74,7.5,0.044,59,6
6.8,0.21,0.49,14.5,0.06,50,6
7.9,0.2,0.49,1.6,0.053,15,5
8,0.18,0.49,1.8,0.061,10,5
8.8,0.23,0.74,3.2,0.042,15,6
7.3,0.22,0.49,9.4,0.034,29,7
7.3,0.22,0.49,9.9,0.031,48,6
7.4,0.19,0.49,9.3,0.03,26,7
7.3,0.155,0.49,1.3,0.039,34,6
8.2,0.22,0.49,9.6,0.037,53,6
8.2,0.24,0.49,9.3,0.038,52,6
8.4,0.23,0.49,7.8,0.035,22,6
8.3,0.2,0.49,1.7,0.04,34,5
8.3,0.2,0.49,1.7,0.038,38,6
6.6,0.3,0.24,1.2,0.034,17,5
6.9,0.21,0.49,1.4,0.041,15,5
8,0.25,0.49,9,0.044,31,6
6.6,0.21,0.49,18.15,0.042,41,6
7.2,0.27,0.74,12.5,0.037,47,5
14.2,0.27,0.49,1.1,0.037,33,6
7.9,0.28,0.49,7.7,0.045,48,6
7.4,0.27,0.49,1.1,0.037,33,6
6.6,0.21,0.49,18.15,0.042,41,6
7.2,0.27,0.74,12.5,0.037,47,5
8.1,0.3,0.49,8.1,0.037,26,7
7.5,0.23,0.49,7.7,0.049,61,7
7.3,0.26,0.49,5,0.028,32,6
7.1,0.18,0.74,15.6,0.044,44,6
8.5,0.15,0.49,1.5,0.031,17,6
8.9,0.13,0.49,1,0.028,6,5
8.1,0.28,0.49,1,0.04,32,6
6,0.17,0.49,1,0.034,26,6
7.3,0.26,0.49,5,0.028,32,6
7.1,0.18,0.74,15.6,0.044,44,6
7.1,0.53,0.24,0.8,0.029,29,4
7.2,0.16,0.49,1.3,0.037,27,6
7.3,0.14,0.49,1.1,0.038,28,6
8.9,0.13,0.49,1,0.028,6,5
7.9,0.12,0.49,5.2,0.049,33,6
6.7,0.29,0.49,4.7,0.034,35,6
6.7,0.3,0.49,4.8,0.034,36,6
7.1,0.36,0.24,1.8,0.025,32,6
8.5,0.15,0.49,1.5,0.031,17,6
7.9,0.18,0.49,5.2,0.051,36,6
6.6,0.19,0.99,1.2,0.122,45,6
7.3,0.21,0.49,1.8,0.038,44,7
6.9,0.3,0.49,7.6,0.057,25,7
7.9,0.42,0.49,8.2,0.056,32,7
6.9,0.24,0.49,1.3,0.032,35,7
7.6,0.23,0.49,10,0.036,45,6
7.9,0.18,0.49,5.2,0.051,36,6
6.2,0.43,0.49,6.4,0.045,12,4
8.8,0.35,0.49,1,0.036,14,4
7.8,0.3,0.74,1.8,0.033,33,6
9.1,0.28,0.49,2,0.059,10,5
7.1,0.34,0.49,1.5,0.027,26,7
7.8,0.3,0.74,1.8,0.033,33,6
9.1,0.28,0.49,2,0.059,10,5
8.5,0.19,0.49,3.5,0.044,29,6
7.6,0.18,0.49,18.05,0.046,36,5
7.5,0.19,0.49,1.8,0.055,19,5
7.4,0.3,0.49,8.2,0.055,49,6
6.7,0.3,0.74,5,0.038,35,5
6.6,0.3,0.74,4.6,0.041,36,5
7.4,0.3,0.49,8.2,0.055,49,6
6.9,0.22,0.49,7,0.063,50,6
7.8,0.26,0.49,3.1,0.045,21,5
8.5,0.17,0.49,8.8,0.048,23,4
6.8,0.17,0.74,2.4,0.053,61,6
6.2,0.27,0.49,1.4,0.05,20,6
7.1,0.64,0.49,1.8,0.05,17,4
6.4,0.18,0.74,11.9,0.046,54,5
7.6,0.31,0.49,13.4,0.062,50,4
9.8,0.31,0.49,15.4,0.046,13,5
9,0.3,0.49,7.2,0.039,32,6
8.4,0.24,0.49,7.4,0.039,46,7
6.4,0.18,0.74,11.9,0.046,54,5
6.4,0.25,0.74,7.8,0.045,52,6
7.3,0.3,0.74,13.5,0.039,46,5
9.3,0.31,0.49,1.3,0.042,34,5
6.4,0.25,0.74,7.8,0.045,52,6
7.3,0.3,0.74,13.5,0.039,46,5
7,0.27,0.74,1.5,0.036,27,6
7.9,0.14,0.74,1.2,0.028,30,6
6.4,0.12,0.49,6.4,0.042,49,6
6.8,0.21,0.74,1.2,0.047,25,6
8.6,0.16,0.49,7.3,0.043,9,6
7,0.29,0.49,3.8,0.047,37,6
6.4,0.27,0.49,7.3,0.046,53,6
6.6,0.55,0.01,2.7,0.034,56,5
6.4,0.27,0.49,7.3,0.046,53,6
6.3,0.24,0.74,1.4,0.172,24,6
6.7,0.33,0.49,1.6,0.167,20,6
7,0.29,0.49,3.8,0.047,37,6
8.2,0.34,0.49,8,0.046,55,6
5.6,0.39,0.24,4.7,0.034,27,5
5.6,0.41,0.24,1.9,0.034,10,7
6.7,0.41,0.01,2.8,0.048,39,5
7.1,0.26,0.49,2.2,0.032,31,9
7.5,0.32,0.49,1.7,0.031,44,6
5.8,0.19,0.49,4.9,0.04,44,7
6.9,0.27,0.49,23.5,0.057,59,5
8.1,0.2,0.49,11.8,0.048,46,7
7.5,0.32,0.49,1.7,0.031,44,6
8.2,0.26,0.49,5.2,0.04,19,6
7.8,0.26,0.49,3.2,0.027,28,7
8,0.14,0.49,1.5,0.035,42,7
8,0.29,0.49,11.7,0.035,40,5
7.5,0.19,0.49,1.6,0.047,42,6
6.9,0.34,0.49,7.3,0.045,61,6
6.2,0.2,0.49,1.6,0.065,17,6
6.4,0.37,0.49,13.3,0.045,53,6
6.2,0.22,0.49,6,0.029,31,8
7.8,0.26,0.49,3.2,0.027,28,7
8.9,0.32,0.49,1.6,0.05,17,5
6.5,0.44,0.49,7.7,0.045,16,6
7,0.14,0.49,5.9,0.053,22,6
9,0.17,0.49,1,0.039,46,7
6.4,0.26,0.49,6.4,0.037,37,6
9,0.22,0.49,10.4,0.048,52,6
8.9,0.32,0.49,1.6,0.05,17,5
8.2,0.2,0.49,3.5,0.057,14,6
7.8,0.15,0.24,7.7,0.047,21,6
6.9,0.25,0.24,1.8,0.053,6,5
8.2,0.2,0.49,3.5,0.057,14,6
7.1,0.28,0.49,6.5,0.041,28,8
7.4,0.19,0.49,6.7,0.037,15,7
8.3,0.25,0.49,16.8,0.048,50,6
7.5,0.14,0.74,1.6,0.035,21,6
7.8,0.49,0.49,7,0.043,29,5
8.1,0.12,0.49,1.2,0.042,43,6
7.6,0.47,0.49,13,0.239,42,5
7.9,0.22,0.49,3.8,0.042,26,5
7.8,0.49,0.49,7,0.043,29,5
6.4,0.22,0.49,7.5,0.054,42,6
7.3,0.19,0.49,15.55,0.058,50,7
8.1,0.3,0.49,12.3,0.049,50,7
7.3,0.19,0.49,15.55,0.058,50,7
7.5,0.24,0.49,9.4,0.048,50,7
6.4,0.22,0.49,7.5,0.054,42,6
7.8,0.21,0.49,1.2,0.036,20,7
7.1,0.3,0.49,1.6,0.045,31,5
6.9,0.26,0.49,1.6,0.058,39,4
7.6,0.31,0.49,3.95,0.044,27,7
6.4,0.42,0.74,12.8,0.076,48,6
8.2,0.29,0.49,1,0.044,29,4
7.9,0.33,0.28,31.6,0.053,35,6
6.6,0.46,0.49,7.4,0.052,19,5
7.8,0.28,0.49,1.3,0.046,27,5
5.8,0.15,0.49,1.1,0.048,21,5
7.8,0.4,0.49,7.8,0.06,34,6
6.6,0.31,0.49,7.7,0.05,52,5
6.6,0.325,0.49,7.7,0.049,53,5
6.6,0.27,0.49,7.8,0.049,62,6
6.7,0.26,0.49,8.3,0.047,54,6
6.7,0.21,0.49,1.4,0.047,30,7
7.9,0.33,0.28,31.6,0.053,35,6
8.1,0.28,0.46,15.4,0.059,32,4
6.5,0.13,0.37,1,0.036,48,8
7.8,0.445,0.56,1,0.04,8,5
8.8,0.39,0.34,5.9,0.055,33,6
7.9,0.18,0.33,1.2,0.033,20,7
7.1,0.31,0.38,1.2,0.036,10,6
7.8,0.24,0.18,6.7,0.046,33,6
7,0.35,0.3,6.5,0.028,27,7
6.6,0.26,0.31,4.8,0.138,41,5
6.6,0.27,0.31,5.3,0.137,35,5
6.8,0.22,0.29,8.9,0.046,82,6
6.2,0.27,0.32,8.8,0.047,65,5
7,0.35,0.3,6.5,0.028,27,7
7.3,0.23,0.37,1.8,0.032,60,6
6.2,0.3,0.2,6.6,0.045,42,6
6.4,0.35,0.2,5.7,0.034,18,5
7.6,0.32,0.34,18.35,0.054,44,5
6.3,0.31,0.3,10,0.046,49,6
7.2,0.25,0.28,14.4,0.055,55,7
7.2,0.25,0.28,14.4,0.055,55,7
7.3,0.26,0.33,17.85,0.049,41.5,7
7.2,0.25,0.28,14.4,0.055,55,7
7.4,0.26,0.37,9.4,0.047,42,5
7.3,0.26,0.33,17.85,0.049,41.5,7
6.7,0.25,0.26,1.55,0.041,118.5,3
7.1,0.16,0.25,1.3,0.034,28,6
9,0.43,0.3,1.5,0.05,7,4
7.2,0.25,0.28,14.4,0.055,55,7
7,0.24,0.3,4.2,0.04,41,6
6.7,0.265,0.22,8.6,0.048,54,5
7.7,0.12,0.32,1.4,0.06,47,6
7.2,0.21,0.33,3,0.036,35,6
8.5,0.32,0.36,14.9,0.041,47,6
6.9,0.18,0.3,2,0.038,39,6
7,0.24,0.3,4.2,0.04,41,6
6.3,0.26,0.29,2.2,0.043,35,6
6.7,0.26,0.3,1.8,0.043,25,6
7.9,0.29,0.36,11.1,0.033,43,5
6.5,0.27,0.19,4.2,0.046,6,4
6.7,0.33,0.42,6.4,0.058,27,5
6.7,0.31,0.42,6.4,0.057,25,5
6.6,0.25,0.31,1.5,0.035,32,6
6.4,0.24,0.22,1.5,0.038,38,6
6.8,0.26,0.29,16.95,0.056,48,5
7,0.61,0.26,1.7,0.051,25,4
6.8,0.22,0.3,13.6,0.055,50,5
8.1,0.31,0.24,1.6,0.032,10,5
7,0.2,0.3,6.1,0.037,31,5
7.9,0.18,0.37,3,0.061,25,6
6.6,0.34,0.27,6.2,0.059,23,6
6.8,0.3,0.24,6.6,0.123,35,5
6.5,0.18,0.34,1.6,0.04,43,8
7,0.21,0.31,6,0.046,29,6
6.8,0.27,0.32,1.5,0.044,19,6
9.3,0.2,0.33,1.7,0.05,28,4
5.8,0.23,0.27,1.8,0.043,24,6
7.6,0.2,0.39,2.6,0.044,30,7
8.2,0.15,0.48,2.7,0.052,24,7
7.5,0.4,1,19.5,0.041,33,6
6.5,0.18,0.34,1.6,0.04,43,8
7,0.13,0.3,5,0.056,31,6
6.9,0.17,0.22,4.6,0.064,55,6
7,0.3,0.32,6.4,0.034,28,6
7.6,0.445,0.44,14.5,0.045,68,6
6.8,0.3,0.24,6.6,0.123,35,5
7.5,0.22,0.33,6.7,0.036,45,6
9.2,0.23,0.3,1.1,0.031,40,6
8.7,0.34,0.46,13.8,0.055,68,6
6.6,0.545,0.04,2.5,0.031,48,5
8.1,0.3,0.31,1.1,0.041,49,6
6.9,0.16,0.3,9.6,0.057,50,6
8,0.32,0.36,4.6,0.042,56,6
6.1,0.22,0.23,3.1,0.052,15,5
6.9,0.16,0.3,9.6,0.057,50,6
7.5,0.15,0.38,1.8,0.054,19,5
8.4,0.29,0.29,1.05,0.032,4,4
6.6,0.37,0.47,6.5,0.061,23,6
7.7,0.38,0.4,2,0.038,28,6
6.3,0.25,0.23,14.9,0.039,47,6
8.3,0.3,0.36,10,0.042,33,6
6.6,0.22,0.58,1.1,0.133,52,5
6.1,0.34,0.31,12,0.053,46,5
7.5,0.22,0.29,4.8,0.05,33,5
8.3,0.3,0.36,10,0.042,33,6
8,0.27,0.24,1.2,0.044,20,5
6.1,0.17,0.27,1.5,0.056,45,6
7.4,0.18,0.3,10.4,0.045,44,6
6.7,0.16,0.28,2.5,0.046,40,7
6.1,0.255,0.44,12.3,0.045,53,6
7.4,0.23,0.25,1.4,0.049,43,7
6.4,0.16,0.28,2.2,0.042,33,6
6.3,0.25,0.23,14.9,0.039,47,6
6.7,0.27,0.25,8,0.053,54,5
6.9,0.29,0.23,8.6,0.056,56,5
9.6,0.21,0.28,1.2,0.038,12,5
6.6,0.62,0.2,8.7,0.046,81,5
6.4,0.28,0.19,5.4,0.042,67,6
8,0.3,0.28,5.7,0.044,31,6
6.4,0.17,0.27,1.5,0.037,20,7
7.3,0.21,0.3,10.9,0.037,18,6
6.7,0.27,0.25,8,0.053,54,5
6.9,0.29,0.23,8.6,0.056,56,5
6.6,0.32,0.26,7.7,0.054,56,5
7.4,0.32,0.22,1.7,0.051,50,5
6.6,0.37,0.07,1.4,0.048,58,5
7.7,0.43,0.28,4.5,0.046,33,7
7.8,0.39,0.26,9.9,0.059,33,6
6.5,0.18,0.26,1.4,0.041,40,6
